"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Victoria Harbour","VM12","2023-10-11","1","Bottom Water","0.3","0.1","1.3","75","4.9","3500","8500","0.037","0.009","0.012","7.8","<0.2","31.2","2.7","0.86","36","28.1","0.15","0.5","0.55","0.1","6.9","0.004","3.1"
"Victoria Harbour","VM12","2023-11-08","1","Surface Water","0.3","0.086","4.6","113","8.3","1300","2500","0.14","0.026","0.013","7.8","2.3","31.2","2.6","0.44","4.2","25.5","0.25","0.13","0.3","0.06","4.2","0.002","1"
"Victoria Harbour","VM12","2023-11-08","1","Middle Water","0.2","0.092","3.3","172","11.6","800","2800","0.14","0.023","0.012","7.8","3.1","31.4","2.6","0.44","4.6","26.5","0.26","0.11","0.27","0.07","4.1","0.003","0.8"
"Victoria Harbour","VM12","2023-11-08","1","Bottom Water","0.3","0.092","1.4","78","5.3","820","900","0.11","0.023","0.014","7.8","1.1","31.6","2.6","0.35","4.2","26.5","0.23","0.13","0.26","0.07","4","0.003","0.8"
"Victoria Harbour","VM12","2023-12-06","1","Surface Water","0.3","0.13","1","93","6.6","900","2100","0.15","0.063","0.021","7.9","<0.2","32.2","2.5","1.1","3.5","23","0.34","0.62","0.83","0.17","3.8","0.004","1"
"Victoria Harbour","VM12","2023-12-06","1","Middle Water","0.4","0.14","0.6","89","6.3","1200","3000","0.15","0.064","0.025","7.9","0.6","32.2","2.5","1","3","23.4","0.35","0.63","0.84","0.13","4.3","0.005","0.8"
"Victoria Harbour","VM12","2023-12-06","1","Bottom Water","0.4","0.16","0.4","57","4","2300","9000","0.15","0.066","0.024","7.9","0.4","32.2","2.5","0.97","7.7","23.3","0.38","0.63","0.85","0.12","6.4","0.005","1.3"
"Victoria Harbour","VM14","2023-01-07","1","Surface Water","<0.1","0.12","0.7","80","6.3","540","970","0.082","0.037","0.013","7.3","0.4","32.9","1.5","1.1","12","18.7","0.24","0.8","0.92","0.09","5.1","<0.001","1.7"
"Victoria Harbour","VM14","2023-01-07","1","Middle Water","<0.1","0.11","0.6","82","6.3","300","540","0.087","0.036","0.017","7.3","0.8","33","1.5","1.1","15","18.6","0.23","0.69","0.81","0.09","5","<0.001","2.3"
"Victoria Harbour","VM14","2023-01-07","1","Bottom Water","0.2","0.12","0.7","82","6.3","210","570","0.086","0.036","0.012","7.3","0.5","33","1.5","1.1","14","18.6","0.24","0.64","0.76","0.1","5.9","<0.001","1.8"
"Victoria Harbour","VM14","2023-02-03","1","Surface Water","1.2","0.1","13","86","6.8","460","630","0.15","0.016","<0.002","7.5","1.3","32.6","2.4","0.29","6.2","17.6","0.27","0.8","0.97","0.06","2.2","<0.001","1.2"
"Victoria Harbour","VM14","2023-02-03","1","Middle Water","1","0.1","12","103","8.1","360","580","0.19","0.017","0.016","7.5","1.1","32.6","2.4","0.3","4.6","17.6","0.31","0.67","0.88","0.06","3","<0.001","1.2"
"Victoria Harbour","VM14","2023-02-03","1","Bottom Water","1","0.11","12","104","8.1","290","580","0.15","0.016","<0.002","7.5","1.5","32.6","2.4","0.31","5","17.6","0.28","0.76","0.93","0.06","2.8","<0.001","1.2"
"Victoria Harbour","VM14","2023-03-06","1","Surface Water","0.5","0.15","1","85","6.4","130","220","0.16","0.011","0.01","7.3","<0.2","32.4","3.1","0.47","3.2","19.5","0.32","0.27","0.44","0.07","0.9","<0.001","1"
"Victoria Harbour","VM14","2023-03-06","1","Middle Water","0.7","0.14","1","88","6.7","120","230","0.17","0.012","0.004","7.3","0.9","32.4","3.1","0.47","3.4","19.5","0.32","0.28","0.46","0.07","4.5","<0.001","0.9"
"Victoria Harbour","VM14","2023-03-06","1","Bottom Water","0.5","0.14","1","87","6.6","260","310","0.16","0.012","0.003","7.2","0.9","32.4","3.1","0.49","7.4","19.4","0.31","0.28","0.45","0.07","6.2","<0.001","1.3"
"Victoria Harbour","VM14","2023-04-15","1","Surface Water","0.3","0.14","1.4","86","6.2","31","74","0.37","0.026","0.01","7.1","0.3","28.9","3.4","2","2.3","23.6","0.54","0.33","0.73","0.06","2.4","<0.001","1"
"Victoria Harbour","VM14","2023-04-15","1","Middle Water","<0.1","0.14","1","73","5.3","82","160","0.35","0.024","0.012","7.1","0.4","30.1","3.4","1.8","7.8","23.2","0.51","0.25","0.62","0.05","1.2","<0.001","1.9"
"Victoria Harbour","VM14","2023-04-15","1","Bottom Water","<0.1","0.14","0.5","80","5.7","250","360","0.27","0.019","0.009","7.1","0.7","31.6","3.4","1.7","8.1","22.7","0.43","0.68","0.97","0.05","4.5","<0.001","1.7"
"Victoria Harbour","VM14","2023-05-03","1","Surface Water","0.9","0.068","3.4","102","7.1","100","220","0.18","0.012","<0.002","7.6","1.5","32.1","2.1","0.12","12","24.1","0.26","0.77","0.96","0.04","1.9","0.001","2.1"
"Victoria Harbour","VM14","2023-05-03","1","Middle Water","0.9","0.098","3.7","97","6.8","80","250","0.18","0.013","0.009","7.5","2.9","32.3","2.1","0.17","5.7","24","0.29","0.9","1.09","0.05","13","0.001","1.1"
"Victoria Harbour","VM14","2023-05-03","1","Bottom Water","0.8","0.093","0.7","89","6.2","170","590","0.17","0.012","0.015","7.5","0.8","32.4","2.1","0.16","6.2","24","0.28","0.87","1.05","0.05","11.7","0.001","1.3"
"Victoria Harbour","VM14","2023-06-01","1","Surface Water","1.2","0.11","1","111","7.5","58","130","0.23","0.015","0.01","8.1","<0.2","29","3.1","0.69","5.5","27.3","0.36","0.53","0.78","0.06","2.6","0.007","1.2"
"Victoria Harbour","VM14","2023-06-01","1","Middle Water","0.7","0.11","1","152","10.2","80","250","0.24","0.016","<0.002","8.1","1.1","29.2","3.1","0.69","3.5","27.4","0.37","0.69","0.95","0.07","2.8","0.006","0.6"
"Victoria Harbour","VM14","2023-06-01","1","Bottom Water","0.7","0.11","0.8","81","5.4","180","370","0.21","0.015","<0.002","8","0.9","30.2","3.1","0.64","6.8","27.1","0.34","0.77","1","0.07","5.4","0.006","1.3"
"Victoria Harbour","VM14","2023-07-05","1","Surface Water","1","0.097","1.2","61","4.2","52000","120000","0.56","0.071","0.025","7.6","1.7","24.3","2.4","3.1","5.2","27.9","0.73","0.6","1.23","0.05","3","0.002","0.9"
"Victoria Harbour","VM14","2023-07-05","1","Middle Water","0.7","0.084","2.1","58","4","80000","140000","0.59","0.071","0.017","7.6","1.2","26.7","2.4","4.2","4.5","26.8","0.75","0.64","1.3","0.05","2.9","0.002","1.2"
"Victoria Harbour","VM14","2023-07-05","1","Bottom Water","0.3","0.084","27","44","3.1","2200","4800","0.37","0.054","0.003","7.6","7.1","27.6","2.4","3.1","12","26.3","0.51","0.69","1.11","0.04","5.3","0.002","2.3"
"Victoria Harbour","VM14","2023-08-09","1","Surface Water","1","0.051","5.3","82","5.5","120","320","0.37","0.092","0.019","7.9","2.2","26.6","3.8","1.9","1.2","29","0.51","0.16","0.62","0.06","10.1","0.002","1"
"Victoria Harbour","VM14","2023-08-09","1","Middle Water","0.7","0.06","2.3","80","5.3","7100","15000","0.35","0.088","0.02","7.8","1.4","27.3","3.8","2.1","3.5","28.7","0.5","0.14","0.58","0.06","9.1","0.002","1.5"
"Victoria Harbour","VM14","2023-08-09","1","Bottom Water","0.6","0.049","2.9","75","5","1000","1200","0.31","0.085","0.014","7.8","1.4","27.7","3.8","2.1","3.9","28.5","0.44","0.11","0.51","0.04","9.2","0.002","1.4"
"Victoria Harbour","VM14","2023-09-11","1","Surface Water","<0.1","0.093","1.1","76","5.3","160","440","0.4","0.1","0.023","7.7","<0.2","26.5","2.1","3.4","4.6","26.4","0.59","0.14","0.64","0.11","10.1","0.002","<0.5"
"Victoria Harbour","VM14","2023-09-11","1","Middle Water","<0.1","0.11","0.5","73","5.1","260","800","0.36","0.089","0.024","7.7","<0.2","28.2","2.1","3.3","9.1","26.2","0.56","0.35","0.8","0.14","11.1","0.003","3.2"
"Victoria Harbour","VM14","2023-09-11","1","Bottom Water","<0.1","0.11","0.4","64","4.4","430","1300","0.24","0.077","0.023","7.7","0.4","30.3","2.1","2.1","18","25.9","0.43","0.2","0.52","0.09","16","0.003","1.2"
"Victoria Harbour","VM14","2023-10-11","1","Surface Water","0.5","0.085","1","116","7.7","3000","6700","0.053","0.007","0.012","7.9","<0.2","30.7","2.6","0.99","5.6","27.8","0.15","0.16","0.22","0.07","4.2","0.003","0.6"
"Victoria Harbour","VM14","2023-10-11","1","Middle Water","0.4","0.082","2.5","68","4.5","1500","4200","0.047","0.006","0.016","7.9","<0.2","30.9","2.6","0.86","5.3","28.1","0.14","0.23","0.28","0.07","4.3","0.003","0.7"
"Victoria Harbour","VM14","2023-10-11","1","Bottom Water","0.4","0.086","1.2","57","3.7","1000","3400","0.043","0.008","0.015","7.9","<0.2","30.9","2.6","0.84","55","28","0.14","0.23","0.28","0.07","10.5","0.003","4.9"
"Victoria Harbour","VM14","2023-11-08","1","Surface Water","0.7","0.077","4.6","100","7.7","600","1300","0.15","0.027","0.013","7.8","1.5","10.8","3.2","0.36","2.8","25.7","0.25","0.1","0.28","0.06","3.1","0.003","1"
"Victoria Harbour","VM14","2023-11-08","1","Middle Water","0.6","0.078","4.1","133","9","380","900","0.14","0.027","0.013","7.8","<0.2","31.2","3.2","0.34","2.9","26.3","0.25","0.19","0.36","0.09","3","0.002","0.7"
"Victoria Harbour","VM14","2023-11-08","1","Bottom Water","0.6","0.076","3","86","5.8","380","900","0.13","0.024","0.011","7.8","1.4","31.3","3.2","0.31","5.3","26.3","0.23","0.21","0.36","0.07","3.1","0.002","0.7"
"Victoria Harbour","VM14","2023-12-06","1","Surface Water","0.4","0.079","0.5","113","8.8","100","160","0.14","0.074","0.019","8","<0.2","18.6","3.1","0.9","2.6","22.6","0.29","0.53","0.74","0.1","3.5","0.003","0.8"
"Victoria Harbour","VM14","2023-12-06","1","Middle Water","0.3","0.08","0.6","150","10.6","89","150","0.14","0.073","0.02","8","0.5","32.1","3.1","0.92","2.4","23.3","0.29","0.38","0.59","0.12","3.6","0.003","<0.5"
"Victoria Harbour","VM14","2023-12-06","1","Bottom Water","0.4","0.076","0.7","71","5.1","70","160","0.14","0.073","0.023","8","<0.2","32.3","3.1","0.91","6.4","23.3","0.29","0.49","0.7","0.11","3.6","0.003","1.2"
"Victoria Harbour","VM15","2023-01-07","1","Surface Water","0.4","0.14","1","82","6.3","3600","4400","0.094","0.035","0.015","7.3","0.5","32.8","2.2","1","7.6","18.7","0.27","0.71","0.84","0.08","1.8","<0.001","1.3"
"Victoria Harbour","VM15","2023-01-07","1","Middle Water","0.4","0.14","0.9","81","6.3","4200","8400","0.083","0.035","0.022","7.3","0.7","32.8","2.2","1.1","6.9","18.6","0.26","0.66","0.78","0.07","2","<0.001","1.6"
"Victoria Harbour","VM15","2023-01-07","1","Bottom Water","0.2","0.16","0.9","81","6.2","10000","13000","0.087","0.036","0.022","7.3","0.4","32.8","2.2","1.1","6.8","18.6","0.28","0.69","0.81","0.08","2.9","<0.001","1.4"
"Victoria Harbour","VM15","2023-02-03","1","Surface Water","1.2","0.081","8.1","93","7.3","770","990","0.083","0.014","<0.002","7.5","2.4","32.5","2.4","0.21","4.8","17.4","0.18","0.74","0.84","0.06","1.3","<0.001","1.4"
"Victoria Harbour","VM15","2023-02-03","1","Middle Water","1","0.077","7.6","109","8.6","900","1200","0.076","0.016","<0.002","7.5","1.8","32.6","2.4","0.25","6.6","17.4","0.17","0.7","0.79","0.06","1.7","<0.001","1.8"
"Victoria Harbour","VM15","2023-02-03","1","Bottom Water","1","0.069","6.4","108","8.5","650","830","0.054","0.013","<0.002","7.5","2","32.6","2.4","0.32","4.2","17.4","0.14","0.78","0.85","0.05","2.4","<0.001","1.8"
"Victoria Harbour","VM15","2023-03-06","1","Surface Water","0.4","0.25","0.8","79","6","1600","2500","0.11","0.015","0.008","7.2","<0.2","33.1","3.1","0.76","3","19.2","0.38","0.42","0.55","0.1","2.4","0.001","1"
"Victoria Harbour","VM15","2023-03-06","1","Middle Water","0.4","0.25","0.7","81","6.1","830","1400","0.11","0.014","0.006","7.2","0.2","33.1","3.1","0.76","4.6","19.1","0.37","0.35","0.47","0.08","3.4","0.001","0.8"
"Victoria Harbour","VM15","2023-03-06","1","Bottom Water","0.4","0.24","0.5","81","6.1","1600","2900","0.11","0.014","0.019","7.2","0.3","33.2","3.1","0.75","9.8","19.1","0.36","0.34","0.46","0.09","4.1","0.001","1.6"
"Victoria Harbour","VM15","2023-04-15","1","Surface Water","0.2","0.25","1.1","82","5.8","1600","2800","0.16","0.014","0.004","7.2","0.6","32.4","2.8","1.1","5.2","23","0.42","0.63","0.8","0.07","1.7","0.001","1.6"
"Victoria Harbour","VM15","2023-04-15","1","Middle Water","<0.1","0.24","1.1","77","5.5","3800","5500","0.056","0.07","<0.002","7.2","0.7","32.7","2.8","0.14","5.7","22.8","0.37","0.66","0.79","0.07","6.8","0.001","1.2"
"Victoria Harbour","VM15","2023-04-15","1","Bottom Water","<0.1","0.21","0.9","78","5.6","3600","5000","0.14","0.014","0.005","7.2","1","32.9","2.8","1.2","12","22.7","0.36","0.71","0.86","0.06","5","0.001","2"
"Victoria Harbour","VM15","2023-05-03","1","Surface Water","0.8","0.15","1.5","82","5.7","2200","3100","0.14","0.015","0.024","7.5","1.4","33.1","1.6","0.54","13","24","0.31","0.95","1.11","0.06","4.6","0.002","1.9"
"Victoria Harbour","VM15","2023-05-03","1","Middle Water","0.7","0.16","1.3","85","5.9","3700","6600","0.14","0.015","0.019","7.5","2","33.2","1.6","0.53","13","23.9","0.32","0.85","1.01","0.07","4.9","0.002","2"
"Victoria Harbour","VM15","2023-05-03","1","Bottom Water","0.7","0.14","0.4","84","5.8","1100","2800","0.14","0.015","0.023","7.5","0.6","33.3","1.6","0.3","11","23.8","0.3","0.9","1.06","0.05","8.2","0.002","1.8"
"Victoria Harbour","VM15","2023-06-01","1","Surface Water","1.3","0.3","2.4","112","7.5","1400","3100","0.16","0.013","0.015","8","<0.2","30.2","2.8","0.25","9.2","27.6","0.47","0.82","0.99","0.08","2.6","0.014","2.4"
"Victoria Harbour","VM15","2023-06-01","1","Middle Water","1.3","0.28","2.6","154","10.2","1300","2500","0.16","0.013","0.018","8","1.3","30.4","2.8","0.29","3","27.7","0.45","1","1.17","0.08","3.1","0.013","<0.5"
"Victoria Harbour","VM15","2023-06-01","1","Bottom Water","1.3","0.28","2.5","74","5","2100","4100","0.16","0.014","0.032","8","0.9","31.6","2.8","0.34","4.6","27","0.45","1","1.17","0.07","5.6","0.013","0.7"
"Victoria Harbour","VM15","2023-07-05","1","Surface Water","1.4","0.16","5.3","73","5","340","1100","0.49","0.066","0.013","7.6","1.8","25.9","2.5","2.9","7","27.6","0.72","0.87","1.43","0.06","2.7","0.004","2.1"
"Victoria Harbour","VM15","2023-07-05","1","Middle Water","0.5","0.16","4.2","61","4.2","2100","3700","0.34","0.052","0.009","7.6","1.9","28.2","2.5","2.1","7.2","26.5","0.55","0.8","1.19","0.06","3.2","0.003","2"
"Victoria Harbour","VM15","2023-07-05","1","Bottom Water","0.3","0.11","1.4","44","3.1","590","1200","0.28","0.043","0.022","7.6","1.4","30.1","2.5","2.1","14","25.5","0.43","0.82","1.14","0.05","5.7","0.002","2.6"
"Victoria Harbour","VM15","2023-08-09","1","Surface Water","3.6","0.28","12","112","7.4","2100","4500","0.21","0.057","0.032","7.8","5.7","29.9","3","1.8","5.4","28.4","0.55","0.47","0.74","0.09","9.3","0.01","2.1"
"Victoria Harbour","VM15","2023-08-09","1","Middle Water","2.2","0.22","7.1","72","4.7","9000","10000","0.22","0.064","0.027","7.7","2.9","30","3","1.9","8.5","28","0.5","0.32","0.6","0.07","12.7","0.006","2.9"
"Victoria Harbour","VM15","2023-08-09","1","Bottom Water","1.3","0.17","2.4","45","3","390","720","0.19","0.059","0.031","7.7","3.1","31.5","3","1.8","21","26.8","0.42","0.31","0.56","0.15","18.2","0.004","3"
"Victoria Harbour","VM15","2023-09-11","1","Surface Water","<0.1","0.22","0.4","112","7.7","22000","38000","0.19","0.048","0.025","7.6","0.2","29.5","2.9","2.1","3","26","0.46","0.32","0.56","0.09","8.9","0.005","<0.5"
"Victoria Harbour","VM15","2023-09-11","1","Middle Water","<0.1","0.17","0.5","152","10.4","10000","29000","0.13","0.051","0.035","7.6","<0.2","30.2","2.9","2","15","25.9","0.35","0.23","0.41","0.09","11.1","0.004","2"
"Victoria Harbour","VM15","2023-09-11","1","Bottom Water","<0.1","0.18","0.7","58","4","530","800","0.13","0.048","0.043","7.6","0.3","31.7","2.9","2.1","15","25.6","0.36","0.34","0.52","0.11","18.9","0.003","<0.5"
"Victoria Harbour","VM15","2023-10-11","1","Surface Water","0.5","0.063","0.8","50","3.3","1400","4200","0.05","0.006","0.012","7.8","<0.2","30.7","2.5","0.81","5.4","27.6","0.12","0.21","0.27","0.06","3.7","0.002","0.8"
"Victoria Harbour","VM15","2023-10-11","1","Middle Water","0.4","0.059","1.6","83","5.5","880","1100","0.04","0.007","0.011","7.8","<0.2","30.9","2.5","0.82","20","27.8","0.11","0.2","0.25","0.06","3.7","0.002","1.4"
"Victoria Harbour","VM15","2023-10-11","1","Bottom Water","0.4","0.067","1.4","76","5","400","1600","0.041","0.005","0.014","7.8","<0.2","31.5","2.5","0.77","24","28","0.11","0.2","0.25","0.07","8.8","0.002","1.7"
"Victoria Harbour","VM15","2023-11-08","1","Surface Water","0.3","0.12","3.4","84","5.7","4200","8600","0.11","0.023","0.013","7.7","1.3","31.8","3.1","0.23","3.1","26.3","0.25","0.23","0.36","0.14","3.5","0.003","1"
"Victoria Harbour","VM15","2023-11-08","1","Middle Water","0.3","0.11","2.4","93","6.3","5800","9000","0.11","0.023","0.016","7.7","1.3","31.9","3.1","0.21","3.4","26.3","0.24","0.16","0.29","0.1","3.7","0.003","1"
"Victoria Harbour","VM15","2023-11-08","1","Bottom Water","0.3","0.092","7","96","6.4","4700","10000","0.074","0.012","0.013","7.8","<0.2","32.1","3.1","0.24","4","26.4","0.18","0.25","0.34","0.11","7.3","0.003","1"
"Victoria Harbour","VM15","2023-12-06","1","Surface Water","0.6","0.26","1.1","114","8.1","2600","5300","0.13","0.054","0.032","7.9","0.4","31.1","3.2","0.98","2.2","23.1","0.44","0.72","0.9","0.12","3","0.007","0.9"
"Victoria Harbour","VM15","2023-12-06","1","Middle Water","0.5","0.26","1.1","63","4.4","3200","5600","0.13","0.051","0.032","7.9","0.3","32.3","3.2","1","2.6","23.4","0.44","0.7","0.88","0.14","3.1","0.007","1"
"Victoria Harbour","VM15","2023-12-06","1","Bottom Water","0.4","0.27","1.2","57","4","4200","15000","0.13","0.053","0.033","7.9","<0.2","32.3","3.2","1","2.2","23.4","0.45","0.65","0.83","0.13","4.1","0.009","0.8"
"Victoria Harbour","VM2","2023-01-09","1","Surface Water","0.6","0.044","0.6","87","6.7","140","260","0.081","0.028","0.014","7.3","0.8","32.9","2.6","1.1","10","18.2","0.15","0.69","0.8","0.07","2.4","<0.001","2.7"
"Victoria Harbour","VM2","2023-01-09","1","Middle Water","0.5","0.04","0.8","91","7","240","370","0.092","0.029","0.017","7.3","0.6","32.9","2.6","1.1","5.4","18.2","0.16","0.45","0.57","0.07","2.4","<0.001","1.5"
"Victoria Harbour","VM2","2023-01-09","1","Bottom Water","0.2","0.039","1.1","91","7.1","170","260","0.04","0.024","0.012","7.3","<0.2","32.9","2.6","1.1","4.1","18.2","0.1","0.61","0.67","0.07","2.4","<0.001","0.9"
"Victoria Harbour","VM2","2023-02-13","1","Surface Water","0.2","0.17","1.3","76","5.9","70","140","0.11","0.011","0.02","7.4","1.8","32.7","2.9","0.21","7.3","18.6","0.29","0.34","0.46","0.07","1.3","0.001","1.6"
"Victoria Harbour","VM2","2023-02-13","1","Middle Water","0.2","0.15","1.4","93","7.2","240","520","0.11","0.011","0.02","7.4","1.7","33.1","2.9","0.17","6.2","18.2","0.27","0.38","0.5","0.06","1.8","0.001","1.6"
"Victoria Harbour","VM2","2023-02-13","1","Bottom Water","0.1","0.11","1.2","93","7.2","220","300","0.086","0.009","0.018","7.4","0.8","33.1","2.9","0.21","9.4","18.2","0.21","0.43","0.53","0.05","2.5","<0.001","1.2"
"Victoria Harbour","VM2","2023-03-01","1","Surface Water","0.5","0.28","0.7","93","7.1","56","100","0.17","0.044","0.045","7.2","<0.2","33.3","4.3","0.84","1.7","18.9","0.49","0.8","1.01","0.12","1.6","0.001","1"
"Victoria Harbour","VM2","2023-03-01","1","Middle Water","0.4","0.13","0.6","92","7.1","89","110","0.087","0.02","0.016","7.3","0.3","33.6","4.3","0.76","2","18.7","0.24","0.74","0.85","0.08","5.7","<0.001","0.7"
"Victoria Harbour","VM2","2023-03-01","1","Bottom Water","0.4","0.13","0.5","94","7.2","50","80","0.12","0.023","0.015","7.3","0.7","33.6","4.3","0.72","3.2","18.6","0.27","0.62","0.76","0.07","2.5","<0.001","0.9"
"Victoria Harbour","VM2","2023-04-14","1","Surface Water","0.2","0.11","0.9","74","5.3","490","850","0.093","0.013","0.013","7.1","0.9","33.3","3.3","0.77","7","22.4","0.22","0.62","0.73","0.05","2.3","<0.001","1.4"
"Victoria Harbour","VM2","2023-04-14","1","Middle Water","0.2","0.096","1.2","85","6.1","510","1200","0.082","0.011","0.007","7.1","0.4","33.5","3.3","0.83","7.4","22.2","0.19","0.64","0.73","0.05","2.3","<0.001","1.5"
"Victoria Harbour","VM2","2023-04-14","1","Bottom Water","0.2","0.079","0.8","86","6.2","460","1100","0.062","0.01","<0.002","7.2","<0.2","33.6","3.3","0.74","9.8","22.2","0.15","0.75","0.82","0.05","2.6","<0.001","2.1"
"Victoria Harbour","VM2","2023-05-11","1","Surface Water","0.4","0.062","0.8","90","6.2","40","100","0.062","0.01","0.018","7.4","1.1","33.3","3","0.55","4.4","24.3","0.13","0.6","0.67","0.05","1.8","<0.001","0.8"
"Victoria Harbour","VM2","2023-05-11","1","Middle Water","0.3","0.062","0.9","86","6","53","110","0.053","0.01","<0.002","7.4","0.8","33.3","3","0.52","4","24.3","0.13","0.71","0.77","0.06","1.7","<0.001","1"
"Victoria Harbour","VM2","2023-05-11","1","Bottom Water","0.3","0.057","1.1","89","6.1","66","120","0.06","0.008","<0.002","7.4","0.9","33.5","3","0.54","5.4","24.3","0.13","0.77","0.84","0.05","3.7","<0.001","1.7"
"Victoria Harbour","VM2","2023-06-08","1","Surface Water","0.4","0.11","3.2","108","7.1","380","880","0.12","0.026","0.012","8.1","2.1","31.3","2.5","0.56","5.4","27.7","0.26","0.84","0.99","0.05","7.5","0.006","1"
"Victoria Harbour","VM2","2023-06-08","1","Middle Water","0.5","0.1","3.9","164","10.8","320","1500","0.13","0.026","0.012","8.1","2.1","31.3","2.5","0.53","2.6","27.7","0.26","0.71","0.87","0.05","3.1","0.006","0.9"
"Victoria Harbour","VM2","2023-06-08","1","Bottom Water","0.5","0.085","2.8","82","5.4","200","510","0.11","0.025","0.011","8.1","1.9","31.8","2.5","0.45","4.2","27.4","0.22","0.7","0.84","0.04","3.9","0.005","1.1"
"Victoria Harbour","VM2","2023-07-21","1","Surface Water","1.5","0.16","0.6","53","3.5","68","270","0.12","0.022","0.016","8","<0.2","31.4","2.6","1.1","2.2","27.5","0.3","0.32","0.46","0.06","1.7","0.008","0.6"
"Victoria Harbour","VM2","2023-07-21","1","Middle Water","0.2","0.13","0.6","66","4.3","55","410","0.088","0.019","0.009","8","0.5","31.8","2.6","0.99","4.8","27.5","0.24","0.3","0.41","0.06","1.8","0.007","1.6"
"Victoria Harbour","VM2","2023-07-21","1","Bottom Water","0.1","0.1","0.2","64","4.2","90","290","0.078","0.014","0.014","8","<0.2","32.5","2.6","0.92","3.1","26.8","0.19","0.27","0.36","0.05","3.5","0.005","0.5"
"Victoria Harbour","VM2","2023-08-03","1","Surface Water","0.9","0.14","5.2","112","7.4","310","760","0.17","0.035","0.021","7.9","2.8","30.8","2.4","0.92","4.2","27.7","0.35","0.27","0.48","0.06","12.5","0.006","1.1"
"Victoria Harbour","VM2","2023-08-03","1","Middle Water","0.8","0.1","4.6","57","3.8","310","930","0.14","0.03","0.014","7.9","3.3","31","2.4","0.79","10","27.5","0.27","0.34","0.51","0.05","11.7","0.004","1.8"
"Victoria Harbour","VM2","2023-08-03","1","Bottom Water","0.4","0.1","3.6","55","3.7","320","830","0.14","0.03","0.014","7.9","3.3","31.9","2.4","0.76","5.2","26.4","0.27","0.33","0.5","0.05","11.6","0.003","1.2"
"Victoria Harbour","VM2","2023-09-13","1","Surface Water","<0.1","0.13","<0.2","87","5.9","680","3400","0.15","0.04","0.025","7.8","<0.2","31.2","2.2","1.7","6.1","26.4","0.32","0.27","0.46","0.1","60","0.004","1.6"
"Victoria Harbour","VM2","2023-09-13","1","Middle Water","<0.1","0.11","<0.2","122","8.3","1300","3600","0.13","0.039","0.024","7.8","<0.2","31.2","2.2","1.7","4.2","26.1","0.28","0.24","0.41","0.1","84.1","0.003","1"
"Victoria Harbour","VM2","2023-09-13","1","Bottom Water","<0.1","0.046","0.4","60","4.1","1300","3500","0.074","0.026","0.019","7.8","0.4","31.4","2.2","1.2","5","26","0.15","0.16","0.26","0.09","90.5","0.001","1.4"
"Victoria Harbour","VM2","2023-10-06","1","Surface Water","0.4","0.094","3.5","109","7","480","1200","0.091","0.021","0.013","7.9","1","31.5","2.5","0.7","6.7","28.9","0.21","0.23","0.34","0.07","16.7","0.004","2"
"Victoria Harbour","VM2","2023-10-06","1","Middle Water","0.3","0.066","1.7","141","9.1","80","190","0.042","0.008","0.008","7.9","1.1","32.1","2.5","0.68","9.5","29.2","0.12","0.2","0.25","0.06","4.5","0.003","2.5"
"Victoria Harbour","VM2","2023-10-06","1","Bottom Water","0.1","0.043","1.8","72","4.6","44","77","0.021","0.006","0.008","7.9","0.8","32.3","2.5","0.6","9.9","29.3","0.07","0.2","0.23","0.06","4.5","0.002","2.8"
"Victoria Harbour","VM2","2023-11-01","1","Surface Water","0.5","0.069","5.5","108","7.3","75","220","0.13","0.043","0.019","7.8","1.9","31.9","2.8","0.67","7.2","26.4","0.24","0.19","0.36","0.06","3.3","0.002","2.4"
"Victoria Harbour","VM2","2023-11-01","1","Middle Water","0.4","0.062","5.3","131","8.8","110","260","0.12","0.038","0.011","7.8","1.3","32","2.8","0.6","3.9","26.4","0.22","0.21","0.37","0.05","3.7","0.002","0.8"
"Victoria Harbour","VM2","2023-11-01","1","Bottom Water","0.3","0.052","5.1","75","5","230","420","0.1","0.034","0.015","7.8","1.4","32.1","2.8","0.52","3.6","26.3","0.19","0.24","0.37","0.05","3.9","0.002","1.4"
"Victoria Harbour","VM2","2023-12-01","1","Surface Water","0.1","0.08","0.5","107","7.7","250","530","0.082","0.031","0.017","8.1","0.4","32.3","2.8","0.73","5.8","22.7","0.19","0.35","0.46","0.07","3.8","0.004","1"
